NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2020,STATE,STATEFP,STATENH,PLACE,PLACEA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020
"G04055980",,,"G04055980","G04055980","G04055980","G04055980","Arizona","04","040","Pinetop-Lakeside town","55980",,,"Pinetop-Lakeside town","Pinetop-Lakeside town","Pinetop-Lakeside town","Pinetop-Lakeside town",,,2422,3582,4282,4030
"G04055983",,,,,"G04055983","G04055983","Arizona","04","040","Pinion Pines CDP","55983",,,,,"Pinion Pines CDP","Pinion Pines CDP",,,,,186,158
"G04056120",,,"G04056120","G04056120","G04056120","G04056120","Arizona","04","040","Pinon CDP","56120",,,"Pinon CDP","Pinon CDP","Pinon CDP","Pinon CDP",,,468,1190,904,1084
"G04056400",,"G0400270","G04056400","G04056400","G04056400","G04056400","Arizona","04","040","Pirtleville CDP","56400",,"PIRTLEVILLE %CDP<","Pirtleville CDP","Pirtleville CDP","Pirtleville CDP","Pirtleville CDP",,1425,1364,1550,1744,1412
"G04056470",,,"G04056470","G04056470","G04056470","G04056470","Arizona","04","040","Pisinemo CDP","56470",,,"Pisinemo CDP","Pisinemo CDP","Pisinemo CDP","Pisinemo CDP",,,341,237,321,359
"G0400275","G0400275",,,,,,"Arizona","04","040","Plantsite (U)","0275","Plantsite (U)",,,,,,1077,,,,,
"G04056890",,,"G04056890",,,,"Arizona","04","040","Polacca CDP","56890",,,"Polacca CDP",,,,,,1108,,,
"G04057170",,,"G04057170","G04057170","G04057170","G04057170","Arizona","04","040","Poston CDP","57170",,,"Poston CDP","Poston CDP","Poston CDP","Poston CDP",,,480,389,285,183
"G04057450",,"G0400282","G04057450","G04057450","G04057450","G04057450","Arizona","04","040","Prescott Valley town","57450",,"PRESCOTT VALLEY TOWN","Prescott Valley town","Prescott Valley town","Prescott Valley town","Prescott Valley town",,2284,8858,23535,38822,46785
"G04057380","G0400280","G0400280","G04057380","G04057380","G04057380","G04057380","Arizona","04","040","Prescott city","57380","Prescott","PRESCOTT CITY","Prescott city","Prescott city","Prescott city","Prescott city",13030,20055,26455,33938,39843,45827
"G04058010",,,"G04058010","G04058010","G04058010","G04058010","Arizona","04","040","Quartzsite town","58010",,,"Quartzsite town","Quartzsite town","Quartzsite town","Quartzsite town",,,1876,3354,3677,2413
"G04058150",,,"G04058150","G04058150","G04058150","G04058150","Arizona","04","040","Queen Creek town","58150",,,"Queen Creek town","Queen Creek town","Queen Creek town","Queen Creek town",,,2667,4316,26361,59519
"G04058290",,,,"G04058290","G04058290","G04058290","Arizona","04","040","Queen Valley CDP","58290",,,,"Queen Valley CDP","Queen Valley CDP","Queen Valley CDP",,,,820,788,967
"G04058620",,,,,"G04058620","G04058620","Arizona","04","040","Rainbow City CDP","58620",,,,,"Rainbow City CDP","Rainbow City CDP",,,,,968,1001
"G04058870",,,,,"G04058870","G04058870","Arizona","04","040","Rancho Mesa Verde CDP","58870",,,,,"Rancho Mesa Verde CDP","Rancho Mesa Verde CDP",,,,,625,571
"G04059372",,,,,,"G04059372","Arizona","04","040","Red Lake CDP","59372",,,,,,"Red Lake CDP",,,,,,1680
"G04059550",,,,"G04059550","G04059550","G04059550","Arizona","04","040","Red Mesa CDP","59550",,,,"Red Mesa CDP","Red Mesa CDP","Red Mesa CDP",,,,237,480,354
"G04059770",,,,,"G04059770",,"Arizona","04","040","Red Rock CDP","59770",,,,,"Red Rock CDP",,,,,,2169,
"G04059690",,,,,,"G04059690","Arizona","04","040","Red Rock CDP (Apache County)","59690",,,,,,"Red Rock CDP",,,,,,136
"G04059760",,,,,"G04059760","G04059760","Arizona","04","040","Red Rock CDP (Pinal County)","59760",,,,,"Red Rock CDP","Red Rock CDP",,,,,169,2625
"G04059900",,,,,"G04059900","G04059900","Arizona","04","040","Rillito CDP","59900",,,,,"Rillito CDP","Rillito CDP",,,,,97,94
"G04060120",,,,,"G04060120","G04060120","Arizona","04","040","Rincon Valley CDP","60120",,,,,"Rincon Valley CDP","Rincon Valley CDP",,,,,5139,5612
"G04060180",,,,,"G04060180","G04060180","Arizona","04","040","Rio Rico CDP","60180",,,,,"Rio Rico CDP","Rio Rico CDP",,,,,18962,20549
"G04060184",,,"G04060184",,,,"Arizona","04","040","Rio Rico East CDP","60184",,,"Rio Rico East CDP",,,,,,1407,,,
"G04060186",,,,"G04060186",,,"Arizona","04","040","Rio Rico Northeast CDP","60186",,,,"Rio Rico Northeast CDP",,,,,,3164,,
"G04060188",,,,"G04060188",,,"Arizona","04","040","Rio Rico Northwest CDP","60188",,,,"Rio Rico Northwest CDP",,,,,,2882,,
"G04060190",,,,"G04060190",,,"Arizona","04","040","Rio Rico Southeast CDP","60190",,,,"Rio Rico Southeast CDP",,,,,,1590,,
"G04060192",,,,"G04060192",,,"Arizona","04","040","Rio Rico Southwest CDP","60192",,,,"Rio Rico Southwest CDP",,,,,,2777,,
"G04060250",,,,"G04060250","G04060250","G04060250","Arizona","04","040","Rio Verde CDP","60250",,,,"Rio Verde CDP","Rio Verde CDP","Rio Verde CDP",,,,1419,1811,2210
"G04060770",,,,,"G04060770","G04060770","Arizona","04","040","Rock House CDP","60770",,,,,"Rock House CDP","Rock House CDP",,,,,50,10
"G04060880",,,,"G04060880","G04060880","G04060880","Arizona","04","040","Rock Point CDP","60880",,,,"Rock Point CDP","Rock Point CDP","Rock Point CDP",,,,724,642,552
"G04061300",,,,,"G04061300","G04061300","Arizona","04","040","Roosevelt CDP","61300",,,,,"Roosevelt CDP","Roosevelt CDP",,,,,28,26
"G04061302",,,,,,"G04061302","Arizona","04","040","Roosevelt Estates CDP","61302",,,,,,"Roosevelt Estates CDP",,,,,,449
"G04061370",,,"G04061370","G04061370","G04061370","G04061370","Arizona","04","040","Rough Rock CDP","61370",,,"Rough Rock CDP","Rough Rock CDP","Rough Rock CDP","Rough Rock CDP",,,523,469,414,428
"G04061440",,,,"G04061440","G04061440","G04061440","Arizona","04","040","Round Rock CDP","61440",,,,"Round Rock CDP","Round Rock CDP","Round Rock CDP",,,,601,789,640
"G04061448",,,,,"G04061448","G04061448","Arizona","04","040","Round Valley CDP","61448",,,,,"Round Valley CDP","Round Valley CDP",,,,,487,459
"G04061690",,,,,"G04061690","G04061690","Arizona","04","040","Rye CDP","61690",,,,,"Rye CDP","Rye CDP",,,,,77,104
"G04061715",,,,,"G04061715","G04061715","Arizona","04","040","Sacate Village CDP","61715",,,,,"Sacate Village CDP","Sacate Village CDP",,,,,169,260
"G04061720",,"G0400285","G04061720","G04061720","G04061720","G04061720","Arizona","04","040","Sacaton CDP","61720",,"SACATON %CDP<","Sacaton CDP","Sacaton CDP","Sacaton CDP","Sacaton CDP",,1951,1452,1584,2672,3254
"G04061800",,,,,"G04061800","G04061800","Arizona","04","040","Sacaton Flats Village CDP","61800",,,,,"Sacaton Flats Village CDP","Sacaton Flats Village CDP",,,,,541,576
"G04061940",,,,,"G04061940","G04061940","Arizona","04","040","Saddlebrooke CDP","61940",,,,,"Saddlebrooke CDP","Saddlebrooke CDP",,,,,9614,12574
"G04062000","G0400290","G0400290","G04062000","G04062000","G04062000","G04062000","Arizona","04","040","Safford city","62000","Safford","SAFFORD CITY","Safford city","Safford city","Safford city","Safford city",5333,7010,7359,9232,9566,10129
"G04062140",,,,"G04062140","G04062140","G04062140","Arizona","04","040","Sahuarita town","62140",,,,"Sahuarita town","Sahuarita town","Sahuarita town",,,,3242,25259,34134
"G04062700",,,,"G04062700","G04062700","G04062700","Arizona","04","040","Salome CDP","62700",,,,"Salome CDP","Salome CDP","Salome CDP",,,,1690,1530,1162
"G04062910","G0400297","G0400297","G04062910","G04062910","G04062910","G04062910","Arizona","04","040","San Carlos CDP","62910","San Carlos (U)","SAN CARLOS %CDP<","San Carlos CDP","San Carlos CDP","San Carlos CDP","San Carlos CDP",2542,2668,2918,3716,4038,3987
"G04063260",,,,,"G04063260","G04063260","Arizona","04","040","San Jose CDP","63260",,,,,"San Jose CDP","San Jose CDP",,,,,506,467
"G04063470",,"G0400299","G04063470","G04063470","G04063470","G04063470","Arizona","04","040","San Luis city","63470",,"SAN LUIS TOWN","San Luis city","San Luis city","San Luis city","San Luis city",,1946,4212,15322,25505,35257
"G04063540","G0400300","G0400300","G04063540","G04063540","G04063540","G04063540","Arizona","04","040","San Manuel CDP","63540","San Manuel (U)","SAN MANUEL %CDP<","San Manuel CDP","San Manuel CDP","San Manuel CDP","San Manuel CDP",4332,5443,4009,4375,3551,3114
"G04063610",,,,,"G04063610","G04063610","Arizona","04","040","San Miguel CDP","63610",,,,,"San Miguel CDP","San Miguel CDP",,,,,197,205
"G04063820",,,,,"G04063820","G04063820","Arizona","04","040","San Simon CDP","63820",,,,,"San Simon CDP","San Simon CDP",,,,,165,158
"G04064210",,,,,"G04064210","G04064210","Arizona","04","040","San Tan Valley CDP","64210",,,,,"San Tan Valley CDP","San Tan Valley CDP",,,,,81321,99894
"G04063050",,,,,"G04063050","G04063050","Arizona","04","040","Sanders CDP","63050",,,,,"Sanders CDP","Sanders CDP",,,,,630,575
"G04063960",,,,,"G04063960","G04063960","Arizona","04","040","Santa Cruz CDP","63960",,,,,"Santa Cruz CDP","Santa Cruz CDP",,,,,37,39
"G04064310",,,"G04064310","G04064310","G04064310","G04064310","Arizona","04","040","Santa Rosa CDP","64310",,,"Santa Rosa CDP","Santa Rosa CDP","Santa Rosa CDP","Santa Rosa CDP",,,493,438,628,474
"G04064100",,,"G04064100","G04064100",,,"Arizona","04","040","Santan CDP","64100",,,"Santan CDP","Santan CDP",,,,,330,651,,
"G04064590",,,"G04064590","G04064590","G04064590","G04064590","Arizona","04","040","Sawmill CDP","64590",,,"Sawmill CDP","Sawmill CDP","Sawmill CDP","Sawmill CDP",,,507,612,748,564
"G04064650",,,,,"G04064650","G04064650","Arizona","04","040","Scenic CDP","64650",,,,,"Scenic CDP","Scenic CDP",,,,,1643,1321
"G04065000","G0400305","G0400305","G04065000","G04065000","G04065000","G04065000","Arizona","04","040","Scottsdale city","65000","Scottsdale","SCOTTSDALE CITY","Scottsdale city","Scottsdale city","Scottsdale city","Scottsdale city",67823,88412,130069,202705,217385,241361
"G04065167",,,,,"G04065167","G04065167","Arizona","04","040","Seba Dalkai CDP","65167",,,,,"Seba Dalkai CDP","Seba Dalkai CDP",,,,,136,126
"G04065280",,,"G04065280","G04065280","G04065280","G04065280","Arizona","04","040","Second Mesa CDP","65280",,,"Second Mesa CDP","Second Mesa CDP","Second Mesa CDP","Second Mesa CDP",,,929,814,962,843
"G04065350","G0400307","G0400307","G04065350","G04065350","G04065350","G04065350","Arizona","04","040","Sedona city","65350","Sedona (U)","SEDONA %CDP<","Sedona city","Sedona city","Sedona city","Sedona city",2022,5368,7720,10192,10031,9684
"G04065400",,,,,"G04065400","G04065400","Arizona","04","040","Sehili CDP","65400",,,,,"Sehili CDP","Sehili CDP",,,,,135,153
"G04065420",,,,"G04065420","G04065420","G04065420","Arizona","04","040","Seligman CDP","65420",,,,"Seligman CDP","Seligman CDP","Seligman CDP",,,,456,445,446
"G04065490",,"G0400309","G04065490","G04065490","G04065490","G04065490","Arizona","04","040","Sells CDP","65490",,"SELLS %CDP<","Sells CDP","Sells CDP","Sells CDP","Sells CDP",,1864,2750,2799,2495,2121
"G04065780",,,,,"G04065780","G04065780","Arizona","04","040","Seven Mile CDP","65780",,,,,"Seven Mile CDP","Seven Mile CDP",,,,,707,742
"G04066190",,,"G04066190","G04066190","G04066190","G04066190","Arizona","04","040","Shongopovi CDP","66190",,,"Shongopovi CDP","Shongopovi CDP","Shongopovi CDP","Shongopovi CDP",,,730,632,831,711
"G04066260",,,"G04066260","G04066260","G04066260","G04066260","Arizona","04","040","Shonto CDP","66260",,,"Shonto CDP","Shonto CDP","Shonto CDP","Shonto CDP",,,710,568,591,494
"G04066470","G0400310","G0400313","G04066470","G04066470","G04066470","G04066470","Arizona","04","040","Show Low city","66470","Show Low","SHOW LOW CITY","Show Low city","Show Low city","Show Low city","Show Low city",2285,4298,5019,7695,10660,11732
"G04066540",,,,,,"G04066540","Arizona","04","040","Shumway CDP","66540",,,,,,"Shumway CDP",,,,,,347
"G04066845",,,"G04066845","G04066845","G04066845","G04066845","Arizona","04","040","Sierra Vista Southeast CDP","66845",,,"Sierra Vista Southeast CDP","Sierra Vista Southeast CDP","Sierra Vista Southeast CDP","Sierra Vista Southeast CDP",,,9237,14348,14797,14428
"G04066820","G0400315","G0400315","G04066820","G04066820","G04066820","G04066820","Arizona","04","040","Sierra Vista city","66820","Sierra Vista","SIERRA VISTA CITY","Sierra Vista city","Sierra Vista city","Sierra Vista city","Sierra Vista city",6689,24937,32983,37775,43888,45308
"G04067295",,,,,"G04067295","G04067295","Arizona","04","040","Six Shooter Canyon CDP","67295",,,,,"Six Shooter Canyon CDP","Six Shooter Canyon CDP",,,,,1019,958
"G04067800","G0400320","G0400320","G04067800","G04067800","G04067800","G04067800","Arizona","04","040","Snowflake town","67800","Snowflake","SNOWFLAKE TOWN","Snowflake town","Snowflake town","Snowflake town","Snowflake town",1833,3510,3679,4460,5590,6104
"G04067920",,,,,"G04067920","G04067920","Arizona","04","040","So-Hi CDP","67920",,,,,"So-Hi CDP","So-Hi CDP",,,,,477,428
"G04068010",,,,,"G04068010","G04068010","Arizona","04","040","Solomon CDP","68010",,,,,"Solomon CDP","Solomon CDP",,,,,426,399
"G04068080","G0400325","G0400325","G04068080","G04068080","G04068080","G04068080","Arizona","04","040","Somerton city","68080","Somerton","SOMERTON TOWN","Somerton city","Somerton city","Somerton city","Somerton city",2225,5761,5282,7266,14287,14197
"G04068220",,,,"G04068220","G04068220","G04068220","Arizona","04","040","Sonoita CDP","68220",,,,"Sonoita CDP","Sonoita CDP","Sonoita CDP",,,,826,818,803
"G04068670",,,,,"G04068670","G04068670","Arizona","04","040","South Komelik CDP","68670",,,,,"South Komelik CDP","South Komelik CDP",,,,,111,176
"G04068850","G0400340","G0400340","G04068850","G04068850","G04068850","G04068850","Arizona","04","040","South Tucson city","68850","South Tucson","SOUTH TUCSON CITY","South Tucson city","South Tucson city","South Tucson city","South Tucson city",6220,6554,5093,5490,5652,4613
"G04069060",,,,"G04069060","G04069060","G04069060","Arizona","04","040","Spring Valley CDP","69060",,,,"Spring Valley CDP","Spring Valley CDP","Spring Valley CDP",,,,1019,1148,1143
"G04068990","G0400345","G0400345","G04068990","G04068990","G04068990","G04068990","Arizona","04","040","Springerville town","68990","Springerville","SPRINGERVILLE TOWN","Springerville town","Springerville town","Springerville town","Springerville town",1038,1452,1802,1972,1961,1717
"G04062280",,,"G04062280","G04062280","G04062280","G04062280","Arizona","04","040","St. David CDP","62280",,,"St. David CDP","St. David CDP","St. David CDP","St. David CDP",,,1468,1744,1699,1639
"G04062362",,,,,"G04062362","G04062362","Arizona","04","040","St. Johns CDP","62362",,,,,"St. Johns CDP","St. Johns CDP",,,,,476,690
"G04062350","G0400295","G0400295","G04062350","G04062350","G04062350","G04062350","Arizona","04","040","St. Johns city","62350","St Johns","ST. JOHNS CITY","St. Johns city","St. Johns city","St. Johns city","St. Johns city",1320,3368,3294,3269,3480,3417
"G04062420",,,"G04062420","G04062420","G04062420","G04062420","Arizona","04","040","St. Michaels CDP","62420",,,"St. Michaels CDP","St. Michaels CDP","St. Michaels CDP","St. Michaels CDP",,,1119,1295,1443,1384
"G04069130",,,,"G04069130","G04069130","G04069130","Arizona","04","040","Stanfield CDP","69130",,,,"Stanfield CDP","Stanfield CDP","Stanfield CDP",,,,651,740,558
"G04069480",,,,,"G04069480","G04069480","Arizona","04","040","Star Valley town","69480",,,,,"Star Valley town","Star Valley town",,,,,2310,2484
"G0400350","G0400350","G0400350",,,,,"Arizona","04","040","Stargo","0350","Stargo (U)","STARGO %CDP<",,,,,1194,1038,,,,
"G04069585",,,,"G04069585","G04069585","G04069585","Arizona","04","040","Steamboat CDP","69585",,,,"Steamboat CDP","Steamboat CDP","Steamboat CDP",,,,233,284,235
"G04069872",,,,,"G04069872","G04069872","Arizona","04","040","Stotonic Village CDP","69872",,,,,"Stotonic Village CDP","Stotonic Village CDP",,,,,659,610
"G04070040",,,,"G04070040","G04070040","G04070040","Arizona","04","040","Strawberry CDP","70040",,,,"Strawberry CDP","Strawberry CDP","Strawberry CDP",,,,1028,961,943
"G04070175",,,,,"G04070175","G04070175","Arizona","04","040","Summerhaven CDP","70175",,,,,"Summerhaven CDP","Summerhaven CDP",,,,,40,71
"G04070240",,,,"G04070240","G04070240","G04070240","Arizona","04","040","Summit CDP","70240",,,,"Summit CDP","Summit CDP","Summit CDP",,,,3702,5372,4724
"G04070320","G0400353","G0400351","G04070320","G04070320","G04070320","G04070320","Arizona","04","040","Sun City CDP","70320","Sun City (U)","SUN CITY %CDP<","Sun City CDP","Sun City CDP","Sun City CDP","Sun City CDP",13670,40505,38126,38309,37499,39931
"G04070355",,"G0400352","G04070355","G04070355","G04070355","G04070355","Arizona","04","040","Sun City West CDP","70355",,"SUN CITY WEST %CDP<","Sun City West CDP","Sun City West CDP","Sun City West CDP","Sun City West CDP",,3772,15997,26344,24535,25806
"G04070530",,"G0400354","G04070530","G04070530","G04070530","G04070530","Arizona","04","040","Sun Lakes CDP","70530",,"SUN LAKES %CDP<","Sun Lakes CDP","Sun Lakes CDP","Sun Lakes CDP","Sun Lakes CDP",,1925,6578,11936,13975,14868
"G04071160",,,,"G04071152","G04071160","G04071160","Arizona","04","040","Sun Valley CDP","71160",,,,"Sun Valley CDP","Sun Valley CDP","Sun Valley CDP",,,,1536,316,153
"G04070460",,,,,"G04070460","G04070460","Arizona","04","040","Sunizona CDP","70460",,,,,"Sunizona CDP","Sunizona CDP",,,,,281,233
"G04071020",,,,,,"G04071020","Arizona","04","040","Sunsites CDP","71020",,,,,,"Sunsites CDP",,,,,,790
"G04071220",,,,,"G04071220","G04071220","Arizona","04","040","Sunwest CDP","71220",,,,,"Sunwest CDP","Sunwest CDP",,,,,15,5
"G04071230",,,"G04071230","G04071230","G04071230","G04071230","Arizona","04","040","Supai CDP","71230",,,"Supai CDP","Supai CDP","Supai CDP","Supai CDP",,,423,0,208,0
"G04071300","G0400355","G0400355","G04071300","G04071300","G04071300","G04071300","Arizona","04","040","Superior town","71300","Superior (U)","SUPERIOR TOWN","Superior town","Superior town","Superior town","Superior town",4975,4600,3468,3254,2837,2407
"G04071510","G0400357","G0400357","G04071510","G04071510","G04071510","G04071510","Arizona","04","040","Surprise city","71510","Surprise","SURPRISE TOWN","Surprise town","Surprise city","Surprise city","Surprise city",2427,3723,7122,30848,117517,143148
"G04071642",,,,,"G04071642","G04071642","Arizona","04","040","Sweet Water Village CDP","71642",,,,,"Sweet Water Village CDP","Sweet Water Village CDP",,,,,83,123
"G04071650",,,"G04071650","G04071650","G04071650","G04071650","Arizona","04","040","Swift Trail Junction CDP","71650",,,"Swift Trail Junction CDP","Swift Trail Junction CDP","Swift Trail Junction CDP","Swift Trail Junction CDP",,,1203,2195,2935,2810
"G04071790",,,,"G04071790","G04071790","G04071790","Arizona","04","040","Tacna CDP","71790",,,,"Tacna CDP","Tacna CDP","Tacna CDP",,,,555,602,425
"G04072000",,,,"G04072000","G04072000","G04072000","Arizona","04","040","Tanque Verde CDP","72000",,,,"Tanque Verde CDP","Tanque Verde CDP","Tanque Verde CDP",,,,16195,16901,16250
"G04072280",,,,,"G04072280","G04072280","Arizona","04","040","Tat Momoli CDP","72280",,,,,"Tat Momoli CDP","Tat Momoli CDP",,,,,10,18
"G04072420","G0400358","G0400358","G04072420","G04072420","G04072420","G04072420","Arizona","04","040","Taylor town","72420","Taylor","TAYLOR TOWN","Taylor town","Taylor town","Taylor town","Taylor town",,1915,2418,3176,4112,3995
"G04072560",,,"G04072560","G04072560","G04072560","G04072560","Arizona","04","040","Teec Nos Pos CDP","72560",,,"Teec Nos Pos CDP","Teec Nos Pos CDP","Teec Nos Pos CDP","Teec Nos Pos CDP",,,317,799,730,507
"G04072630",,,,,"G04072630","G04072630","Arizona","04","040","Tees Toh CDP","72630",,,,,"Tees Toh CDP","Tees Toh CDP",,,,,448,420
"G04073000","G0400360","G0400360","G04073000","G04073000","G04073000","G04073000","Arizona","04","040","Tempe city","73000","Tempe","TEMPE CITY","Tempe city","Tempe city","Tempe city","Tempe city",62907,106743,141865,158625,161719,180587
"G04073420","G0400365","G0400365","G04073420","G04073420","G04073420","G04073420","Arizona","04","040","Thatcher town","73420","Thatcher","THATCHER TOWN","Thatcher town","Thatcher town","Thatcher town","Thatcher town",2320,3374,3763,4022,4865,5231
"G04073490",,,,,"G04073480","G04073490","Arizona","04","040","Theba CDP","73490",,,,,"Theba CDP","Theba CDP",,,,,158,111
"G04073700",,,"G04073700","G04073700","G04073700","G04073700","Arizona","04","040","Three Points CDP","73700",,,"Three Points CDP","Three Points CDP","Three Points CDP","Three Points CDP",,,2175,5273,5581,5184
"G04073890",,,,,,"G04073890","Arizona","04","040","Timberline-Fernwood CDP","73890",,,,,,"Timberline-Fernwood CDP",,,,,,2572
"G04074120",,,,,"G04074120","G04074120","Arizona","04","040","Tolani Lake CDP","74120",,,,,"Tolani Lake CDP","Tolani Lake CDP",,,,,280,227
"G04074190","G0400370","G0400370","G04074190","G04074190","G04074190","G04074190","Arizona","04","040","Tolleson city","74190","Tolleson","TOLLESON CITY","Tolleson city","Tolleson city","Tolleson city","Tolleson city",3881,4433,4434,4974,6545,7216
"G04074400","G0400375","G0400375","G04074400","G04074400","G04074400","G04074400","Arizona","04","040","Tombstone city","74400","Tombstone","TOMBSTONE CITY","Tombstone city","Tombstone city","Tombstone city","Tombstone city",1241,1632,1220,1504,1380,1308
"G04074470",,,,"G04074470","G04074470","G04074470","Arizona","04","040","Tonalea CDP","74470",,,,"Tonalea CDP","Tonalea CDP","Tonalea CDP",,,,562,549,451
"G04074540",,,,,"G04074540","G04074540","Arizona","04","040","Tonopah CDP","74540",,,,,"Tonopah CDP","Tonopah CDP",,,,,60,23
"G04074610",,,,"G04074610","G04074610","G04074610","Arizona","04","040","Tonto Basin CDP","74610",,,,"Tonto Basin CDP","Tonto Basin CDP","Tonto Basin CDP",,,,840,1424,1444
"G04074665",,,,,"G04074665","G04074665","Arizona","04","040","Tonto Village CDP","74665",,,,,"Tonto Village CDP","Tonto Village CDP",,,,,256,209
"G04074820",,,,"G04074820","G04074820","G04074820","Arizona","04","040","Top-of-the-World CDP","74820",,,,"Top-of-the-World CDP","Top-of-the-World CDP","Top-of-the-World CDP",,,,330,231,189
"G04074680",,,,,"G04074680","G04074680","Arizona","04","040","Topawa CDP","74680",,,,,"Topawa CDP","Topawa CDP",,,,,299,233
"G04074750",,,,,"G04074750","G04074750","Arizona","04","040","Topock CDP","74750",,,,,"Topock CDP","Topock CDP",,,,,10,2
"G04074975",,,,"G04074975",,,"Arizona","04","040","Tortolita CDP","74975",,,,"Tortolita CDP",,,,,,3740,,
"G04075310",,,,,"G04075310","G04075310","Arizona","04","040","Toyei CDP","75310",,,,,"Toyei CDP","Toyei CDP",,,,,13,2
"G04075590",,,,,"G04075590","G04075590","Arizona","04","040","Truxton CDP","75590",,,,,"Truxton CDP","Truxton CDP",,,,,134,104
"G04075660",,,"G04075600","G04075660","G04075660","G04075660","Arizona","04","040","Tsaile CDP","75660",,,"Tsaile CDP","Tsaile CDP","Tsaile CDP","Tsaile CDP",,,1043,1078,1205,1408
"G04076010",,"G0400378","G04076010","G04076010","G04076010","G04076010","Arizona","04","040","Tuba City CDP","76010",,"TUBA CITY %CDP<","Tuba City CDP","Tuba City CDP","Tuba City CDP","Tuba City CDP",,5045,7323,8225,8611,8072
"G04075940",,,,"G04075940","G04075940","G04075940","Arizona","04","040","Tubac CDP","75940",,,,"Tubac CDP","Tubac CDP","Tubac CDP",,,,949,1191,1581
"G04077035",,"G0400381","G04077035","G04077035","G04077035","G04077035","Arizona","04","040","Tucson Estates CDP","77035",,"TUCSON ESTATES %CDP<","Tucson Estates CDP","Tucson Estates CDP","Tucson Estates CDP","Tucson Estates CDP",,2814,2662,9755,12192,12069
"G04077179",,,,,,"G04077179","Arizona","04","040","Tucson Mountains CDP","77179",,,,,,"Tucson Mountains CDP",,,,,,10862
"G04077000","G0400380","G0400380","G04077000","G04077000","G04077000","G04077000","Arizona","04","040","Tucson city","77000","Tucson","TUCSON CITY","Tucson city","Tucson city","Tucson city","Tucson city",262933,330537,405390,486699,520116,542629
"G04077367",,,,"G04077367","G04077367","G04077367","Arizona","04","040","Tumacacori-Carmen CDP","77367",,,,"Tumacacori-Carmen CDP","Tumacacori-Carmen CDP","Tumacacori-Carmen CDP",,,,569,393,329
"G04077415",,,,,"G04077415","G04077415","Arizona","04","040","Turkey Creek CDP","77415",,,,,"Turkey Creek CDP","Turkey Creek CDP",,,,,294,377
"G04077490",,,,"G04077490","G04077490","G04077490","Arizona","04","040","Tusayan town","77490",,,,"Tusayan CDP","Tusayan CDP","Tusayan town",,,,562,558,603
"G04078300",,,,,"G04078300","G04078300","Arizona","04","040","Upper Santan Village CDP","78300",,,,,"Upper Santan Village CDP","Upper Santan Village CDP",,,,,495,665
"G04078400",,,,,"G04078400","G04078400","Arizona","04","040","Utting CDP","78400",,,,,"Utting CDP","Utting CDP",,,,,126,92
"G04078540",,,,"G04078540","G04078540","G04078540","Arizona","04","040","Vail CDP","78540",,,,"Vail CDP","Vail CDP","Vail CDP",,,,2484,10208,13604
"G04078680",,,,,"G04078680","G04078680","Arizona","04","040","Vaiva Vo CDP","78680",,,,,"Vaiva Vo CDP","Vaiva Vo CDP",,,,,128,93
"G04078760",,,"G04078760","G04078760","G04078760","G04078760","Arizona","04","040","Valencia West CDP","78760",,,"Valencia West CDP","Valencia West CDP","Valencia West CDP","Valencia West CDP",,,3277,2380,9355,14101
"G04078820",,,,,"G04078820","G04078820","Arizona","04","040","Valentine CDP","78820",,,,,"Valentine CDP","Valentine CDP",,,,,38,39
"G04078855",,,,,"G04078855","G04078855","Arizona","04","040","Valle CDP","78855",,,,,"Valle CDP","Valle CDP",,,,,832,759
"G04078865",,,,,"G04078865","G04078865","Arizona","04","040","Valle Vista CDP","78865",,,,,"Valle Vista CDP","Valle Vista CDP",,,,,1659,1802
"G04079590",,,,,"G04079590","G04079590","Arizona","04","040","Ventana CDP","79590",,,,,"Ventana CDP","Ventana CDP",,,,,49,52
"G04079830",,,,,"G04079830","G04079830","Arizona","04","040","Verde Village CDP","79830",,,,,"Verde Village CDP","Verde Village CDP",,,,,11605,12019
"G04079870",,,,,"G04079870","G04079870","Arizona","04","040","Vernon CDP","79870",,,,,"Vernon CDP","Vernon CDP",,,,,122,126
"G04079940",,,,,"G04079940","G04079940","Arizona","04","040","Vicksburg CDP","79940",,,,,"Vicksburg CDP","Vicksburg CDP",,,,,597,418
"G04080095",,,,,"G04080095","G04080095","Arizona","04","040","Village of Oak Creek (Big Park) CDP","80095",,,,,"Village of Oak Creek (Big Park) CDP","Village of Oak Creek (Big Park) CDP",,,,,6147,6128
"G04080380",,,,,"G04080380","G04080380","Arizona","04","040","Wagon Wheel CDP","80380",,,,,"Wagon Wheel CDP","Wagon Wheel CDP",,,,,1652,1856
"G04080430",,,,,"G04080430","G04080430","Arizona","04","040","Wahak Hotrontk CDP","80430",,,,,"Wahak Hotrontk CDP","Wahak Hotrontk CDP",,,,,114,88
"G04080790",,,,,"G04080790","G04080790","Arizona","04","040","Wall Lane CDP","80790",,,,,"Wall Lane CDP","Wall Lane CDP",,,,,415,262
"G04080825",,,,,"G04080825","G04080825","Arizona","04","040","Walnut Creek CDP","80825",,,,,"Walnut Creek CDP","Walnut Creek CDP",,,,,562,571
